Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3)
14.01.2009 23:40:00,990.09,0.3,274.24,-1.07,90.5,6.24,5.65,0.59,3.56,5.7,1258.57
14.01.2009 23:50:00,990.18,0.37,274.3,-0.95,90.8,6.27,5.7,0.58,3.59,5.75,1258.34
15.01.2009 00:00:00,990.2,0.44,274.37,-0.9,90.7,6.3,5.72,0.59,3.6,5.78,1258.04
15.01.2009 00:10:00,990.27,0.5,274.42,-0.84,90.7,6.33,5.74,0.59,3.62,5.8,1257.83
15.01.2009 00:20:00,990.4,0.47,274.39,-0.91,90.4,6.32,5.72,0.61,3.6,5.77,1258.12
15.01.2009 00:30:00,990.47,0.31,274.22,-1.12,90.1,6.25,5.63,0.62,3.54,5.68,1259.03
15.01.2009 00:40:00,990.47,0.21,274.12,-1.17,90.4,6.2,5.61,0.6,3.53,5.66,1259.46
15.01.2009 00:50:00,990.47,0.39,274.3,-0.89,91.1,6.28,5.72,0.56,3.6,5.78,1258.6
15.01.2009 01:00:00,990.47,0.57,274.48,-0.65,91.5,6.37,5.83,0.54,3.67,5.88,1257.71
15.01.2009 01:10:00,990.51,0.68,274.59,-0.56,91.4,6.42,5.86,0.55,3.69,5.92,1257.25
15.01.2009 01:20:00,990.59,0.66,274.56,-0.61,91.2,6.41,5.84,0.56,3.68,5.9,1257.47
15.01.2009 01:30:00,990.67,0.59,274.49,-0.69,91.1,6.38,5.81,0.57,3.66,5.86,1257.88
15.01.2009 01:40:00,990.76,0.59,274.47,-0.66,91.3,6.37,5.82,0.55,3.66,5.87,1258.01
15.01.2009 01:50:00,990.85,0.44,274.32,-0.81,91.3,6.3,5.76,0.55,3.62,5.81,1258.85
15.01.2009 02:00:00,991.03,0.29,274.16,-0.85,92,6.24,5.74,0.5,3.61,5.79,1259.75
15.01.2009 02:10:00,991.14,0.14,273.99,-0.93,92.5,6.17,5.71,0.46,3.59,5.76,1260.61
15.01.2009 02:20:00,991.21,0.03,273.88,-0.93,93.2,6.12,5.71,0.42,3.59,5.76,1261.2
15.01.2009 02:30:00,991.23,0.09,273.94,-0.79,93.8,6.15,5.77,0.38,3.63,5.82,1260.93
15.01.2009 02:40:00,991.31,0.17,274.01,-0.68,94,6.18,5.81,0.37,3.65,5.86,1260.65
15.01.2009 02:50:00,991.41,0.16,274,-0.67,94.1,6.18,5.82,0.36,3.66,5.87,1260.79
15.01.2009 03:00:00,991.44,0.16,274,-0.65,94.2,6.18,5.82,0.36,3.66,5.87,1260.82
15.01.2009 03:10:00,991.33,0.23,274.07,-0.56,94.4,6.21,5.86,0.35,3.69,5.91,1260.35
15.01.2009 03:20:00,991.34,0.21,274.05,-0.61,94.2,6.2,5.84,0.36,3.67,5.89,1260.47
15.01.2009 03:30:00,991.44,0.16,274,-0.64,94.3,6.18,5.83,0.35,3.66,5.88,1260.82
15.01.2009 03:40:00,991.55,-0.09,273.73,-0.94,94,6.07,5.7,0.36,3.59,5.75,1262.19
15.01.2009 03:50:00,991.58,-0.3,273.52,-1.04,94.7,5.98,5.66,0.32,3.56,5.71,1263.21
15.01.2009 04:00:00,991.58,-0.35,273.47,-1.05,95,5.95,5.66,0.3,3.56,5.7,1263.44
15.01.2009 04:10:00,991.66,-0.3,273.52,-0.94,95.4,5.98,5.7,0.27,3.58,5.75,1263.29
15.01.2009 04:20:00,991.74,-0.24,273.56,-0.9,95.3,6,5.72,0.28,3.59,5.77,1263.14
15.01.2009 04:30:00,991.82,-0.32,273.48,-0.97,95.3,5.97,5.69,0.28,3.57,5.73,1263.6
15.01.2009 04:40:00,991.82,-0.44,273.36,-1.06,95.5,5.92,5.65,0.27,3.55,5.7,1264.17
15.01.2009 04:50:00,991.93,-0.38,273.41,-0.97,95.8,5.94,5.69,0.25,3.58,5.74,1264.04
15.01.2009 05:00:00,992.01,-0.29,273.5,-0.86,95.9,5.98,5.73,0.25,3.6,5.78,1263.69
15.01.2009 05:10:00,992.08,-0.16,273.62,-0.72,96,6.04,5.79,0.24,3.64,5.84,1263.15
15.01.2009 05:20:00,992.26,-0.1,273.66,-0.68,95.9,6.06,5.81,0.25,3.65,5.86,1263.1
15.01.2009 05:30:00,992.35,-0.04,273.72,-0.61,95.9,6.09,5.84,0.25,3.67,5.89,1262.89
15.01.2009 05:40:00,992.44,0,273.76,-0.61,95.6,6.11,5.84,0.27,3.67,5.88,1262.83
15.01.2009 05:50:00,992.51,0.03,273.78,-0.6,95.5,6.12,5.85,0.28,3.67,5.89,1262.77
15.01.2009 06:00:00,992.66,0.05,273.78,-0.61,95.3,6.13,5.84,0.29,3.67,5.88,1262.91
15.01.2009 06:10:00,992.8,0.12,273.85,-0.57,95.1,6.16,5.86,0.3,3.68,5.9,1262.73
15.01.2009 06:20:00,992.82,0.12,273.84,-0.68,94.3,6.16,5.81,0.35,3.65,5.85,1262.78
15.01.2009 06:30:00,992.93,-0.04,273.67,-0.87,94.1,6.09,5.73,0.36,3.6,5.77,1263.71
15.01.2009 06:40:00,992.97,-0.02,273.69,-0.85,94.1,6.1,5.74,0.36,3.6,5.78,1263.65
15.01.2009 06:50:00,993.05,0.08,273.78,-0.77,94,6.14,5.77,0.37,3.62,5.81,1263.29
15.01.2009 07:00:00,993.01,-0.05,273.66,-0.97,93.5,6.08,5.69,0.4,3.57,5.73,1263.88
15.01.2009 07:10:00,993.05,-0.17,273.54,-1.04,93.8,6.03,5.66,0.37,3.55,5.7,1264.5
15.01.2009 07:20:00,993.15,-0.14,273.56,-0.97,94.1,6.05,5.69,0.36,3.57,5.73,1264.46
15.01.2009 07:30:00,993.17,-0.01,273.69,-0.83,94.2,6.1,5.75,0.35,3.61,5.79,1263.86
15.01.2009 07:40:00,993.25,-0.04,273.65,-0.91,93.8,6.09,5.71,0.38,3.58,5.75,1264.12
15.01.2009 07:50:00,993.31,-0.13,273.56,-1.02,93.7,6.05,5.67,0.38,3.56,5.71,1264.63
15.01.2009 08:00:00,993.39,-0.01,273.67,-0.86,94,6.1,5.74,0.37,3.6,5.77,1264.16
15.01.2009 08:10:00,993.42,0.01,273.68,-0.85,93.9,6.11,5.74,0.37,3.6,5.78,1264.11
15.01.2009 08:20:00,993.46,0.16,273.83,-0.76,93.5,6.18,5.78,0.4,3.62,5.81,1263.44
15.01.2009 08:30:00,993.5,-0.09,273.58,-1.09,92.9,6.07,5.64,0.43,3.54,5.67,1264.7
15.01.2009 08:40:00,993.5,-0.26,273.41,-1.19,93.4,5.99,5.6,0.4,3.51,5.64,1265.5
15.01.2009 08:50:00,993.56,-0.25,273.41,-1.1,94,6,5.64,0.36,3.54,5.67,1265.54
15.01.2009 09:00:00,993.67,0.04,273.69,-0.78,94.2,6.12,5.77,0.36,3.62,5.81,1264.28
15.01.2009 09:10:00,993.75,0.3,273.95,-0.62,93.5,6.24,5.84,0.41,3.66,5.88,1263.11
15.01.2009 09:20:00,993.79,0.36,274.01,-0.74,92.3,6.27,5.79,0.48,3.63,5.82,1262.93
15.01.2009 09:30:00,993.77,0.27,273.92,-0.9,91.8,6.23,5.72,0.51,3.59,5.75,1263.35
15.01.2009 09:40:00,993.78,0.18,273.83,-0.96,92,6.19,5.69,0.5,3.57,5.73,1263.79
15.01.2009 09:50:00,993.84,0.38,274.02,-0.8,91.8,6.28,5.76,0.51,3.61,5.8,1262.94
15.01.2009 10:00:00,993.96,0.29,273.92,-0.97,91.2,6.24,5.69,0.55,3.57,5.72,1263.51
15.01.2009 10:10:00,994.08,0.09,273.71,-1.08,91.8,6.15,5.64,0.5,3.54,5.68,1264.63
15.01.2009 10:20:00,994.25,0.15,273.76,-0.95,92.3,6.17,5.7,0.48,3.57,5.73,1264.54
15.01.2009 10:30:00,994.37,0.41,274.01,-0.69,92.3,6.29,5.81,0.48,3.64,5.84,1263.42
15.01.2009 10:40:00,994.4,0.68,274.28,-0.48,91.9,6.42,5.9,0.52,3.7,5.93,1262.19
15.01.2009 10:50:00,994.48,1.13,274.72,-0.23,90.6,6.63,6,0.62,3.76,6.04,1260.17
15.01.2009 11:00:00,994.58,1.33,274.92,-0.32,88.7,6.73,5.97,0.76,3.74,6,1259.37
15.01.2009 11:10:00,994.55,1.36,274.94,-0.5,87.4,6.74,5.89,0.85,3.69,5.92,1259.26
15.01.2009 11:20:00,994.55,1.37,274.96,-0.48,87.4,6.75,5.9,0.85,3.7,5.93,1259.18
15.01.2009 11:30:00,994.56,1.62,275.21,-0.33,86.8,6.87,5.96,0.91,3.74,6,1258.01
15.01.2009 11:40:00,994.65,1.73,275.31,-0.37,85.9,6.92,5.95,0.98,3.73,5.98,1257.66
15.01.2009 11:50:00,994.65,1.86,275.44,-0.26,85.8,6.99,5.99,0.99,3.76,6.03,1257.05
15.01.2009 12:00:00,994.72,1.99,275.57,-0.35,84.4,7.05,5.95,1.1,3.73,5.98,1256.54
15.01.2009 12:10:00,994.85,2.02,275.59,-0.32,84.4,7.07,5.97,1.1,3.74,6,1256.55
15.01.2009 12:20:00,994.83,2.08,275.65,-0.33,84,7.1,5.96,1.14,3.74,5.99,1256.27
15.01.2009 12:30:00,994.74,2.07,275.64,-0.31,84.2,7.09,5.97,1.12,3.74,6,1256.21
15.01.2009 12:40:00,994.66,2.29,275.87,-0.21,83.5,7.21,6.02,1.19,3.77,6.05,1255.06
15.01.2009 12:50:00,994.64,2.25,275.84,-0.31,83.1,7.19,5.97,1.21,3.74,6.01,1255.23
15.01.2009 13:00:00,994.53,2.04,275.63,-0.45,83.5,7.08,5.91,1.17,3.7,5.94,1256.1
15.01.2009 13:10:00,994.52,2.19,275.79,-0.25,83.8,7.16,6,1.16,3.76,6.03,1255.34
15.01.2009 13:20:00,994.51,2.28,275.88,-0.26,83.2,7.2,5.99,1.21,3.76,6.03,1254.92
15.01.2009 13:30:00,994.4,2.24,275.84,-0.4,82.6,7.18,5.93,1.25,3.72,5.96,1255.02
15.01.2009 13:40:00,994.4,2.24,275.85,-0.38,82.7,7.18,5.94,1.24,3.72,5.97,1254.99
15.01.2009 13:50:00,994.3,2.24,275.85,-0.36,82.8,7.18,5.95,1.24,3.73,5.98,1254.85
15.01.2009 14:00:00,994.26,2.39,276.01,-0.27,82.5,7.26,5.99,1.27,3.75,6.02,1254.11
15.01.2009 14:10:00,994.16,2.32,275.94,-0.48,81.7,7.22,5.9,1.32,3.7,5.93,1254.38
15.01.2009 14:20:00,994.25,2.39,276,-0.27,82.5,7.26,5.99,1.27,3.75,6.02,1254.12
15.01.2009 14:30:00,994.32,2.63,276.24,-0.21,81.5,7.38,6.02,1.37,3.77,6.05,1253.11
15.01.2009 14:40:00,994.4,3.15,276.76,0.02,79.8,7.66,6.12,1.55,3.83,6.15,1250.77
15.01.2009 14:50:00,994.32,4.03,277.64,0.04,75.1,8.15,6.12,2.03,3.84,6.16,1246.7
15.01.2009 15:00:00,994.33,4.52,278.13,0.12,73,8.44,6.16,2.28,3.86,6.2,1244.52
15.01.2009 15:10:00,994.46,4.13,277.73,-0.11,73.8,8.21,6.06,2.15,3.8,6.09,1246.49
15.01.2009 15:20:00,994.52,3.18,276.77,-0.43,77.1,7.68,5.92,1.76,3.71,5.95,1250.92
15.01.2009 15:30:00,994.58,2.8,276.39,-0.41,79.3,7.48,5.93,1.55,3.72,5.96,1252.68
15.01.2009 15:40:00,994.65,2.91,276.49,-0.27,79.5,7.53,5.99,1.54,3.75,6.02,1252.26
15.01.2009 15:50:00,994.66,2.95,276.54,-0.33,78.9,7.56,5.96,1.59,3.74,5.99,1252.07
15.01.2009 16:00:00,994.7,2.58,276.16,-0.52,79.9,7.36,5.88,1.48,3.68,5.91,1253.86
15.01.2009 16:10:00,994.65,2.13,275.71,-0.66,81.7,7.12,5.82,1.3,3.65,5.85,1255.88
15.01.2009 16:20:00,994.7,1.74,275.32,-0.78,83.3,6.93,5.77,1.16,3.62,5.8,1257.76
15.01.2009 16:30:00,994.79,1.44,275.01,-0.89,84.4,6.78,5.72,1.06,3.59,5.75,1259.25
15.01.2009 16:40:00,995,1.14,274.69,-0.93,86,6.63,5.7,0.93,3.57,5.73,1260.93
15.01.2009 16:50:00,995.14,0.87,274.42,-1.13,86.4,6.51,5.62,0.89,3.52,5.65,1262.35
15.01.2009 17:00:00,995.31,0.44,273.97,-1.38,87.5,6.31,5.52,0.79,3.46,5.55,1264.61
15.01.2009 17:10:00,995.56,0.32,273.83,-1.25,89.1,6.25,5.57,0.68,3.49,5.6,1265.45
15.01.2009 17:20:00,995.61,0.24,273.75,-1.24,89.7,6.22,5.58,0.64,3.49,5.6,1265.89
15.01.2009 17:30:00,995.47,-0.1,273.41,-1.61,89.5,6.06,5.43,0.64,3.4,5.45,1267.37
15.01.2009 17:40:00,995.3,-0.37,273.15,-1.69,90.8,5.94,5.4,0.55,3.38,5.42,1268.44
15.01.2009 17:50:00,995.53,-0.39,273.12,-1.57,91.7,5.93,5.44,0.49,3.41,5.47,1268.8
15.01.2009 18:00:00,995.6,-0.48,273.02,-1.63,91.9,5.9,5.42,0.48,3.39,5.44,1269.31
15.01.2009 18:10:00,995.68,-0.8,272.7,-1.96,91.8,5.76,5.29,0.47,3.31,5.31,1270.97
15.01.2009 18:20:00,995.79,-1.05,272.44,-2.11,92.4,5.66,5.23,0.43,3.27,5.25,1272.28
15.01.2009 18:30:00,995.93,-1.19,272.29,-2.17,93,5.6,5.21,0.39,3.26,5.23,1273.12
15.01.2009 18:40:00,996.12,-1.28,272.18,-2.17,93.6,5.56,5.2,0.36,3.26,5.22,1273.81
15.01.2009 18:50:00,996.21,-1.52,271.93,-2.37,93.9,5.46,5.13,0.33,3.21,5.15,1275.09
15.01.2009 19:00:00,996.34,-1.63,271.81,-2.42,94.3,5.42,5.11,0.31,3.2,5.13,1275.79
15.01.2009 19:10:00,996.36,-1.84,271.6,-2.6,94.5,5.33,5.04,0.29,3.15,5.06,1276.84
15.01.2009 19:20:00,996.37,-1.94,271.5,-2.66,94.8,5.3,5.02,0.28,3.14,5.04,1277.32
15.01.2009 19:30:00,996.37,-2.11,271.34,-2.8,95,5.23,4.97,0.26,3.11,4.99,1278.13
15.01.2009 19:40:00,996.37,-2.22,271.22,-2.89,95.1,5.19,4.93,0.25,3.09,4.95,1278.67
15.01.2009 19:50:00,996.48,-2.67,270.77,-3.35,95,5.02,4.77,0.25,2.98,4.78,1281.02
15.01.2009 20:00:00,996.58,-2.89,270.54,-3.5,95.5,4.93,4.71,0.22,2.95,4.73,1282.22
15.01.2009 20:10:00,996.62,-2.91,270.52,-3.48,95.8,4.93,4.72,0.21,2.95,4.74,1282.35
15.01.2009 20:20:00,996.62,-2.95,270.47,-3.51,95.9,4.91,4.71,0.2,2.94,4.73,1282.57
15.01.2009 20:30:00,996.72,-2.97,270.44,-3.49,96.2,4.9,4.72,0.19,2.95,4.73,1282.8
15.01.2009 20:40:00,996.68,-3.08,270.34,-3.59,96.2,4.87,4.68,0.18,2.93,4.7,1283.27
15.01.2009 20:50:00,996.72,-3.14,270.28,-3.62,96.4,4.84,4.67,0.17,2.92,4.68,1283.6
15.01.2009 21:00:00,996.79,-3.21,270.2,-3.68,96.5,4.82,4.65,0.17,2.91,4.66,1284.04
15.01.2009 21:10:00,996.83,-3.28,270.12,-3.77,96.4,4.79,4.62,0.17,2.89,4.63,1284.48
15.01.2009 21:20:00,996.88,-3.45,269.95,-3.94,96.4,4.73,4.56,0.17,2.85,4.57,1285.38
15.01.2009 21:30:00,996.97,-3.51,269.89,-3.97,96.6,4.71,4.55,0.16,2.84,4.56,1285.75
15.01.2009 21:40:00,996.98,-3.48,269.91,-3.9,96.9,4.72,4.57,0.15,2.86,4.59,1285.62
15.01.2009 21:50:00,996.98,-3.35,270.05,-3.75,97,4.77,4.63,0.14,2.89,4.64,1284.95
15.01.2009 22:00:00,996.99,-3.37,270.02,-3.79,96.9,4.76,4.61,0.15,2.88,4.63,1285.08
15.01.2009 22:10:00,997.09,-3.43,269.95,-3.84,97,4.74,4.59,0.14,2.87,4.61,1285.53
15.01.2009 22:20:00,997.22,-3.38,270,-3.75,97.2,4.76,4.62,0.13,2.89,4.64,1285.41
15.01.2009 22:30:00,997.24,-3.32,270.05,-3.69,97.3,4.78,4.65,0.13,2.9,4.66,1285.17
15.01.2009 22:40:00,997.28,-3.28,270.09,-3.66,97.2,4.79,4.66,0.13,2.91,4.67,1285.03
15.01.2009 22:50:00,997.34,-3.49,269.88,-3.86,97.2,4.72,4.59,0.13,2.86,4.6,1286.12
15.01.2009 23:00:00,997.34,-3.57,269.8,-3.93,97.3,4.69,4.56,0.13,2.85,4.57,1286.51
15.01.2009 23:10:00,997.35,-3.65,269.71,-4,97.4,4.66,4.54,0.12,2.84,4.55,1286.92
15.01.2009 23:20:00,997.35,-3.71,269.66,-4.04,97.5,4.64,4.52,0.12,2.83,4.54,1287.21
15.01.2009 23:30:00,997.44,-3.71,269.65,-4.03,97.6,4.64,4.53,0.11,2.83,4.54,1287.31
15.01.2009 23:40:00,997.47,-3.75,269.6,-4.07,97.6,4.62,4.51,0.11,2.82,4.53,1287.59
15.01.2009 23:50:00,997.54,-3.93,269.42,-4.27,97.5,4.56,4.45,0.11,2.78,4.46,1288.57
16.01.2009 00:00:00,997.57,-4.03,269.32,-4.33,97.7,4.53,4.43,0.1,2.76,4.44,1289.06
16.01.2009 00:10:00,997.6,-4.04,269.31,-4.33,97.8,4.53,4.43,0.1,2.76,4.44,1289.15
16.01.2009 00:20:00,997.62,-4.01,269.33,-4.31,97.8,4.54,4.44,0.1,2.77,4.45,1289.06
16.01.2009 00:30:00,997.72,-4.04,269.3,-4.32,97.9,4.53,4.43,0.1,2.77,4.44,1289.31
16.01.2009 00:40:00,997.66,-4,269.34,-4.28,97.9,4.54,4.44,0.1,2.78,4.45,1289.04
16.01.2009 00:50:00,997.7,-4.04,269.3,-4.32,97.9,4.53,4.43,0.1,2.77,4.44,1289.3
16.01.2009 01:00:00,997.73,-4.1,269.24,-4.38,97.9,4.51,4.41,0.09,2.75,4.42,1289.62
16.01.2009 01:10:00,997.69,-4.12,269.22,-4.4,97.9,4.5,4.41,0.09,2.75,4.42,1289.66
16.01.2009 01:20:00,997.63,-4.23,269.12,-4.52,97.8,4.46,4.36,0.1,2.73,4.37,1290.14
16.01.2009 01:30:00,997.62,-4.32,269.02,-4.61,97.8,4.43,4.33,0.1,2.71,4.34,1290.58
16.01.2009 01:40:00,997.63,-4.48,268.86,-4.77,97.8,4.38,4.28,0.1,2.67,4.29,1291.39
16.01.2009 01:50:00,997.65,-4.55,268.79,-4.83,97.9,4.35,4.26,0.09,2.66,4.27,1291.77
16.01.2009 02:00:00,997.76,-4.61,268.73,-4.88,97.9,4.34,4.24,0.09,2.65,4.25,1292.18
16.01.2009 02:10:00,997.77,-4.71,268.62,-5,97.8,4.3,4.21,0.09,2.63,4.22,1292.72
16.01.2009 02:20:00,997.83,-4.85,268.48,-5.14,97.8,4.26,4.16,0.09,2.6,4.17,1293.48
16.01.2009 02:30:00,997.84,-4.91,268.42,-5.2,97.8,4.24,4.14,0.09,2.59,4.15,1293.78
16.01.2009 02:40:00,997.83,-4.92,268.41,-5.21,97.8,4.23,4.14,0.09,2.59,4.15,1293.83
16.01.2009 02:50:00,997.87,-4.96,268.37,-5.25,97.8,4.22,4.13,0.09,2.58,4.14,1294.07
16.01.2009 03:00:00,997.92,-4.84,268.48,-5.12,97.9,4.26,4.17,0.09,2.6,4.18,1293.56
16.01.2009 03:10:00,997.93,-4.88,268.44,-5.18,97.7,4.25,4.15,0.1,2.59,4.16,1293.75
16.01.2009 03:20:00,997.95,-4.92,268.4,-5.22,97.7,4.23,4.14,0.1,2.58,4.14,1293.99
16.01.2009 03:30:00,997.98,-5.04,268.28,-5.36,97.6,4.2,4.1,0.1,2.56,4.1,1294.62
16.01.2009 03:40:00,997.95,-5.07,268.24,-5.39,97.6,4.18,4.08,0.1,2.55,4.09,1294.77
16.01.2009 03:50:00,998,-5.1,268.21,-5.42,97.6,4.18,4.08,0.1,2.54,4.08,1294.96
16.01.2009 04:00:00,998.08,-5.11,268.2,-5.44,97.5,4.17,4.07,0.1,2.54,4.08,1295.13
16.01.2009 04:10:00,998.08,-5.17,268.14,-5.5,97.5,4.15,4.05,0.1,2.53,4.06,1295.41
16.01.2009 04:20:00,998.12,-5.17,268.14,-5.5,97.5,4.15,4.05,0.1,2.53,4.06,1295.46
16.01.2009 04:30:00,998.27,-5.17,268.13,-5.5,97.5,4.15,4.05,0.1,2.53,4.06,1295.64
16.01.2009 04:40:00,998.34,-5.17,268.12,-5.51,97.4,4.15,4.05,0.11,2.52,4.05,1295.75
16.01.2009 04:50:00,998.34,-5.19,268.09,-5.54,97.4,4.15,4.04,0.11,2.52,4.04,1295.87
16.01.2009 05:00:00,998.39,-5.21,268.07,-5.55,97.4,4.14,4.03,0.11,2.52,4.04,1296.02
16.01.2009 05:10:00,998.43,-5.12,268.16,-5.45,97.5,4.17,4.07,0.1,2.54,4.07,1295.6
16.01.2009 05:20:00,998.46,-4.83,268.45,-5.13,97.7,4.26,4.16,0.1,2.6,4.17,1294.2
16.01.2009 05:30:00,998.47,-4.77,268.51,-5.11,97.4,4.28,4.17,0.11,2.6,4.18,1293.91
16.01.2009 05:40:00,998.56,-4.85,268.43,-5.22,97.2,4.26,4.14,0.12,2.58,4.14,1294.43
16.01.2009 05:50:00,998.49,-4.88,268.39,-5.23,97.4,4.24,4.13,0.11,2.58,4.14,1294.52
16.01.2009 06:00:00,998.46,-4.73,268.55,-5.06,97.5,4.29,4.19,0.11,2.61,4.19,1293.72
16.01.2009 06:10:00,998.42,-4.61,268.67,-4.94,97.5,4.33,4.23,0.11,2.64,4.23,1293.07
16.01.2009 06:20:00,998.41,-4.49,268.8,-4.81,97.6,4.37,4.27,0.1,2.66,4.28,1292.44
16.01.2009 06:30:00,998.47,-4.46,268.81,-4.8,97.5,4.38,4.27,0.11,2.67,4.28,1292.41
16.01.2009 06:40:00,998.49,-4.46,268.82,-4.79,97.5,4.39,4.28,0.11,2.67,4.28,1292.39
16.01.2009 06:50:00,998.52,-4.37,268.91,-4.67,97.7,4.42,4.31,0.1,2.69,4.32,1291.98
16.01.2009 07:00:00,998.65,-4.3,268.96,-4.62,97.6,4.44,4.33,0.11,2.7,4.34,1291.82
16.01.2009 07:10:00,998.67,-4.3,268.96,-4.62,97.6,4.44,4.33,0.11,2.7,4.34,1291.85
16.01.2009 07:20:00,998.65,-4.3,268.97,-4.62,97.6,4.44,4.33,0.11,2.7,4.34,1291.82
16.01.2009 07:30:00,998.71,-4.35,268.91,-4.67,97.6,4.42,4.31,0.11,2.69,4.32,1292.15
16.01.2009 07:40:00,998.74,-4.36,268.9,-4.67,97.7,4.42,4.32,0.1,2.69,4.32,1292.24
16.01.2009 07:50:00,998.78,-4.28,268.98,-4.57,97.8,4.44,4.35,0.1,2.71,4.35,1291.88
16.01.2009 08:00:00,998.83,-4.27,268.98,-4.58,97.7,4.45,4.35,0.1,2.71,4.35,1291.9
16.01.2009 08:10:00,998.83,-4.35,268.9,-4.67,97.6,4.42,4.32,0.11,2.69,4.32,1292.29
16.01.2009 08:20:00,998.83,-4.45,268.81,-4.77,97.6,4.39,4.28,0.11,2.67,4.29,1292.78
16.01.2009 08:30:00,998.82,-4.49,268.76,-4.8,97.7,4.37,4.27,0.1,2.66,4.28,1293.01
16.01.2009 08:40:00,998.84,-4.5,268.75,-4.82,97.6,4.37,4.27,0.1,2.66,4.27,1293.07
16.01.2009 08:50:00,998.83,-4.48,268.77,-4.78,97.7,4.38,4.28,0.1,2.67,4.28,1292.94
16.01.2009 09:00:00,998.93,-4.51,268.74,-4.83,97.6,4.37,4.26,0.1,2.66,4.27,1293.22
16.01.2009 09:10:00,999.03,-4.5,268.74,-4.82,97.6,4.37,4.27,0.1,2.66,4.27,1293.31
16.01.2009 09:20:00,999.08,-4.5,268.73,-4.83,97.5,4.37,4.26,0.11,2.66,4.27,1293.37
16.01.2009 09:30:00,999.13,-4.44,268.79,-4.77,97.5,4.39,4.28,0.11,2.67,4.29,1293.13
16.01.2009 09:40:00,999.11,-4.38,268.85,-4.73,97.4,4.41,4.3,0.11,2.68,4.3,1292.82
16.01.2009 09:50:00,999.06,-4.37,268.86,-4.72,97.4,4.41,4.3,0.11,2.68,4.3,1292.72
16.01.2009 10:00:00,999.07,-4.39,268.84,-4.75,97.3,4.41,4.29,0.12,2.67,4.29,1292.81
16.01.2009 10:10:00,999.09,-4.32,268.91,-4.69,97.2,4.43,4.31,0.12,2.69,4.31,1292.5
16.01.2009 10:20:00,999.2,-4.37,268.85,-4.76,97.1,4.41,4.29,0.13,2.67,4.29,1292.89
16.01.2009 10:30:00,999.28,-4.46,268.75,-4.86,97,4.38,4.25,0.13,2.65,4.26,1293.46
16.01.2009 10:40:00,999.26,-4.37,268.84,-4.76,97.1,4.41,4.28,0.13,2.67,4.29,1292.99
16.01.2009 10:50:00,999.29,-4.37,268.85,-4.78,96.9,4.42,4.28,0.14,2.67,4.28,1293
16.01.2009 11:00:00,999.19,-4.19,269.03,-4.61,96.9,4.47,4.33,0.14,2.7,4.34,1292.01
16.01.2009 11:10:00,999.07,-3.85,269.38,-4.31,96.6,4.59,4.44,0.16,2.77,4.44,1290.15
16.01.2009 11:20:00,999.03,-3.69,269.55,-4.2,96.2,4.65,4.47,0.18,2.79,4.48,1289.3
16.01.2009 11:30:00,998.88,-3.46,269.79,-4.01,95.9,4.73,4.53,0.19,2.83,4.54,1287.99
16.01.2009 11:40:00,998.74,-3.33,269.93,-3.92,95.7,4.77,4.57,0.21,2.85,4.57,1287.19
16.01.2009 11:50:00,998.72,-3.13,270.13,-3.69,95.9,4.85,4.65,0.2,2.9,4.65,1286.16
16.01.2009 12:00:00,998.62,-2.85,270.42,-3.45,95.6,4.95,4.73,0.22,2.95,4.74,1284.65
16.01.2009 12:10:00,998.57,-2.62,270.66,-3.27,95.2,5.04,4.79,0.24,2.99,4.8,1283.45
16.01.2009 12:20:00,998.4,-2.61,270.67,-3.3,95,5.04,4.79,0.25,2.99,4.79,1283.22
16.01.2009 12:30:00,998.23,-2.42,270.87,-3.15,94.7,5.11,4.84,0.27,3.02,4.85,1282.08
16.01.2009 12:40:00,998.11,-2.1,271.21,-2.93,94,5.23,4.92,0.31,3.07,4.93,1280.35
16.01.2009 12:50:00,998.03,-1.61,271.7,-2.55,93.3,5.43,5.06,0.36,3.16,5.07,1277.9
16.01.2009 13:00:00,998.01,-1.15,272.17,-2.32,91.7,5.61,5.15,0.47,3.22,5.16,1275.64
16.01.2009 13:10:00,997.91,-0.93,272.39,-2.31,90.3,5.71,5.15,0.55,3.22,5.16,1274.5
16.01.2009 13:20:00,997.81,-0.75,272.58,-2.29,89.2,5.78,5.16,0.62,3.22,5.17,1273.51
16.01.2009 13:30:00,997.64,-0.62,272.72,-2.38,87.8,5.84,5.12,0.71,3.2,5.14,1272.72
16.01.2009 13:40:00,997.53,-0.36,273,-2.23,87.1,5.95,5.18,0.77,3.24,5.2,1271.31
16.01.2009 13:50:00,997.41,-0.06,273.3,-2.19,85.5,6.08,5.2,0.88,3.25,5.21,1269.78
16.01.2009 14:00:00,997.26,-0.05,273.32,-2.34,84.5,6.09,5.14,0.94,3.21,5.16,1269.56
16.01.2009 14:10:00,997.13,-0.1,273.28,-2.34,84.8,6.06,5.14,0.92,3.21,5.16,1269.64
16.01.2009 14:20:00,997.05,0,273.39,-2.22,84.9,6.11,5.19,0.92,3.24,5.2,1269.02
16.01.2009 14:30:00,996.97,0.16,273.56,-1.98,85.4,6.18,5.28,0.9,3.3,5.29,1268.13
